Crop,Total_Cost_INR,Profit,Temperature_C,Rainfall_mm,Area_Hectare
Cotton,223898.38,1375501.62,21.9,2397.45,9.04
Wheat,142892.42,184917.58,21.59,2099.03,5.09
Wheat,253178.27,816141.73,27.81,325.96,9.48
Sugarcane,172626.67,1529038.33,37.81,890.73,6.99
Maize,16270.62,44749.38,19.47,751.3,0.72
Potato,69773.09,386826.91,22.63,623.7,2.02
Maize,166195.7,454984.3,36.95,1834.31,7.08
Sugarcane,60743.09,513606.91,37.07,1547.04,2.35
Maize,174673.3,631186.7,18.57,1298.66,7.5
Rice,184135.57,422624.43,31.78,716.89,5.62
Rice,281117.94,656962.06,23.64,910.76,8.44
Cotton,134563.73,594736.27,38.21,1083.42,3.85
Cotton,251761.47,1727138.53,32.5,2028.06,9.95
Sugarcane,104931.58,1129833.42,25.84,2476.22,4.97
Sugarcane,264958.1,2107971.9,34.89,704.75,9.66
Sugarcane,21223.88,154651.12,39.94,1051.35,0.72
Rice,130914.3,422605.7,24.52,916.44,5.02
Maize,93059.01,170280.99,22.46,396.95,3.03
Potato,186722.34,1177797.66,29,782.28,5.6
Sugarcane,288828.53,2497486.47,31.13,2283.55,11.39
Sugarcane,67379.13,501195.87,31.72,2154.29,2.33
Rice,39812.29,82067.71,25.26,668.71,1.51
Potato,35023.78,249016.22,21.3,1105.56,1.17
Rice,48470.77,121589.23,35.01,983.77,1.92
Potato,37238.19,257721.81,38.83,625.03,1.21
Rice,304710.86,511269.14,36.19,1668.86,8.37
Maize,50585.81,122034.19,31.11,1526.06,1.85
Sugarcane,76975.42,600939.58,22.08,1239.38,2.77
Wheat,189591.53,325328.47,29.43,2182.1,7.92
Wheat,143766.23,264263.77,14.83,1663.36,5.63
Sugarcane,36487.08,238647.92,26.95,870.4,1.13
Sugarcane,283302.78,2555477.22,33.87,1122.15,11.66
Sugarcane,237993.6,1563176.4,19.03,630.34,7.4
Sugarcane,178478.67,1660771.33,26.04,1601.02,7.56
Potato,262705.57,2160214.43,14.05,1590.58,10.3
Maize,263717.9,689022.1,35.48,2214.4,10.95
Wheat,32162.23,66957.77,21.81,2182.8,1.16
Cotton,30850.32,152849.68,28.3,2141.27,1.29
Wheat,334656.57,323483.43,22.6,1507.7,9.43
Wheat,272971.42,368578.58,28.73,1734.44,8.5
Rice,110935.67,124244.33,32.84,2006.19,2.99
Sugarcane,118598.5,909106.5,21.15,501.71,4.19
Sugarcane,207187.02,1634267.98,26.54,961.32,7.53
Sugarcane,306549.7,2022525.3,34.26,672,9.57
Rice,259790.84,648589.16,31.26,1425.23,7.44
Maize,221461.34,655318.66,13.6,2142.87,9.61
Maize,94815.17,210824.83,27.93,807.57,3.13
Cotton,127557.27,424642.73,22.54,1907.99,4.31
Maize,53766.29,85373.71,31.85,1192.81,1.67
Maize,357648.29,769151.71,12.47,2286.76,11.83
Sugarcane,289074.95,2103175.05,21.26,1678.94,9.8
Potato,231849.32,1899710.68,14.42,2448.42,8.73
Wheat,79228.34,130561.66,37.77,840.47,2.74
Maize,217848.2,560471.8,36.54,2332.71,8.53
Maize,366170.9,705189.1,39.11,1085.52,10.42
Rice,206607.6,780532.4,30.02,1668.33,9.82
Cotton,345120,960580,34.6,683.92,9.18
Potato,136333.63,1058866.37,29.13,1971.53,4.95
Rice,271138.88,745041.12,25.78,2452.15,9.32
Sugarcane,178166.27,1335373.73,35.35,2032.34,6.07
Wheat,148563.28,237836.72,33.73,1654.75,5.15
Cotton,308143.44,1245606.56,32.53,1286.07,11.59
Rice,79813.14,120166.86,37.03,1059.52,2.19
Maize,314115.01,635924.99,38,1221.83,10.44
Maize,129346.86,277093.14,24.47,1022.23,4.2
Cotton,131378.77,842121.23,19.92,2131.96,6.44
Maize,148294.1,336265.9,26.33,2264.84,4.67
Rice,163059.54,434020.46,14.61,2389.25,6.29
Rice,251588.59,771191.41,38.27,1220.4,9.91
Maize,74124.19,147815.81,39.55,1501.68,2.6
Maize,299559.14,493880.86,30.28,1569.17,9.18
Sugarcane,148915.09,1239219.91,32.89,1732.39,5.63
Wheat,247513.82,614536.18,21.06,305.4,11.25
Cotton,230382.36,574817.64,36.26,2153.92,6.79
Rice,20608.21,59911.79,37.21,889.91,0.98
Cotton,358246.99,1446303.01,14.15,1338.76,10.97
Sugarcane,265959.53,2427290.47,15.68,2151.45,11.13
Rice,46498.22,164041.78,19.3,2493.08,2.57
Sugarcane,330463.24,2545416.76,31.7,2048.74,11.69
Sugarcane,165837.36,1211307.64,17.13,354.63,5.63
Potato,332815.83,2336704.17,18.16,1111.26,11.02
Maize,132855,293745,22.69,843.86,4.69
Potato,17271.76,169088.24,29.13,2421.09,0.76
Cotton,301768.07,1343281.93,39.34,881.3,9.64
Cotton,242412.97,1612737.03,33.95,2375.37,10.69
Maize,56861.54,160218.46,27.63,2362.54,2.37
Potato,234359.46,1368120.54,13.38,2146.7,6.87
Cotton,317851.52,1058798.48,26.47,515.76,10.06
Potato,123805,1241435,17.71,304.39,5.81
Maize,312631.72,533368.28,20.4,2046.54,9.57
Rice,165075.19,774544.81,19.02,2155.26,7.84
Sugarcane,261295.08,1905309.92,21.73,2416.8,8.79
Sugarcane,292209.1,2414445.9,13.74,780.44,11.07
Potato,128641.73,1137718.27,28.15,1912.92,5.29
Cotton,245895.22,913504.78,13.28,1441.94,9.37
Potato,162928.14,1934551.86,30.5,1022.66,8.7
Potato,156467.75,1161132.25,32.46,1633.84,5.55
Wheat,137311.95,307468.05,25.61,1506.04,4.88
Sugarcane,302098.35,2304491.65,33.88,943.05,10.64
Maize,88056.4,155843.6,39.09,890.62,2.85
Potato,88788.65,945731.35,21.52,1370.48,4.16
Wheat,275640.79,716609.21,29.33,1342.88,11.71
Wheat,97494.68,212045.32,21.06,964.52,3.69
Sugarcane,287741.85,2258228.15,24.41,880.21,10.53
Sugarcane,140683.75,1027581.25,12.58,2399.48,4.77
Sugarcane,218734.95,1448420.05,14.08,2197.22,6.84
Maize,161640.32,184319.68,34.33,2096.91,5.08
Wheat,95675.09,144144.91,15.92,771.42,3.04
Cotton,228557.82,900592.18,31.58,716.44,8.45
Maize,286332.88,932267.12,31.85,2080.52,11.62
Rice,322437.34,676142.66,39.89,706.28,10.77
Potato,390906.9,2390333.1,31.48,1407.78,11.83
Sugarcane,257425.39,1802744.61,15.6,787.13,8.45
Wheat,25840.23,48289.77,29.54,1131.75,0.9
Potato,186258.99,1509941.01,26.68,2177.6,6.87
Maize,203342.69,513597.31,37.69,2261.12,7.66
Rice,39543.91,134696.09,31.32,2492.69,1.88
Maize,237332.09,684987.91,26.52,2376.59,10.03
Maize,242874.16,642545.84,29.48,1776.75,8.9
Cotton,172902.38,786297.62,24.42,1249.8,5.66
Potato,96008.93,857751.07,26.24,426.92,3.86
Cotton,93556.81,316193.19,32.23,1637.97,3.05
Maize,343259.61,789660.39,14.19,763.5,11.59
Rice,235600.86,812699.14,29.23,2170.3,9.72
Wheat,271951.29,397738.71,14.47,1507.58,8.47
Wheat,319129.53,672910.47,35.94,1913.7,11.41
Potato,77947.79,616732.21,38.39,1781.69,2.84
Sugarcane,224792.46,2323032.54,33.85,1064.13,10.36
Sugarcane,130954.04,1645715.96,32.1,1969.99,7.21
Wheat,271030.44,869059.56,38.42,2155.43,11.23
Maize,242024.01,456015.99,18.12,1937.09,8.1
Maize,279307.69,672712.31,18.41,2008.97,9.03
Cotton,95076.98,342173.02,25.47,1092.03,3.06
Potato,116356.96,955003.04,12.21,2376.11,4.47
Cotton,115901.36,370848.64,39.02,1234.06,3.98
Sugarcane,184929.26,1896800.74,12.9,2273.51,8.48
Wheat,188493.19,200216.81,28.69,2187.18,5.23
Maize,303120.35,654299.65,21.91,573.53,10.39
Wheat,79212.58,110627.42,14.88,2425.8,2.94
Rice,174710.5,791749.5,12.69,2491.95,9.65
Wheat,246956.49,445833.51,19.35,1633.52,9.85
Rice,264118.88,486081.12,14.99,2022.84,7.72
Cotton,68302.13,236397.87,38.33,2354.11,2.21
Cotton,131878.59,345521.41,18.85,344.05,4.26
Sugarcane,145193.48,1088626.52,14.64,2345.98,5.07
Wheat,127830.69,311489.31,33.55,1680.21,5.85
Wheat,229608.47,423071.53,23.6,2122.6,8.97
Rice,123242.38,317417.62,35.62,1489.59,4.39
Cotton,21656.31,73493.69,35.48,1467.2,0.71
Rice,275669.22,866350.78,39.79,2274.54,10.46
Cotton,154477.87,610022.13,34.51,1416.44,5.47
Rice,105653.77,279126.23,18,1337.94,3.75
Cotton,246658.36,1090391.64,28.42,1638.02,9.92
Rice,283811.2,585188.8,26.74,1440.85,10.61
Cotton,324418.68,872931.32,26.23,1281.83,8.91
Potato,133892.95,907947.05,20.31,697.15,4.57
Rice,86974.11,209585.89,17.88,1174.28,3.16
Wheat,230251.71,516088.29,32.07,920.5,8.7
Sugarcane,29408.34,252481.66,14.85,1181.02,1.16
Potato,187577.77,948102.23,13.39,1604.95,5
Potato,257695.53,1915744.47,22.67,1639.47,9.23
Rice,208325.16,519874.84,32.83,825.06,7.23
Sugarcane,220515.14,1962679.86,36.32,485.85,8.94
Wheat,129172.15,339547.85,27.12,1937.76,7.09
Potato,74574.5,697865.5,35.52,1462.86,3.26
Wheat,170785.26,344764.74,12.71,1272.62,6.06
Cotton,330943.05,873006.95,24.75,585.11,9.39
Sugarcane,87638.36,688521.64,15.73,1212.26,3.15
Maize,308329.87,716770.13,28.32,2099.99,11.57
Cotton,54684.37,217015.63,37.79,1579.16,2.83
Sugarcane,20127.8,143497.2,12.2,500.15,0.66
Rice,257233.55,718246.45,30.71,1031.01,9.45
Rice,305176.86,966203.14,34.19,2455.56,11.18
Wheat,100451.17,162678.83,32.85,1497.92,3.34
Potato,66978.36,476381.64,12.55,930.07,2.28
Maize,62816.82,264783.18,16.87,2309.58,3.08
Rice,251993.06,643186.94,14.64,1039.2,7.72
Sugarcane,213818.49,1523756.51,14.39,1905.8,7.16
Potato,170244.58,1637315.42,32.45,623.89,7.65
Potato,14194.94,124165.06,23.89,644.28,0.59
Sugarcane,51047.78,517492.22,32.29,1534.89,2.31
Potato,75797.52,701082.48,22.1,827.61,3.3
Rice,283257.06,607522.94,15.28,408.53,8.52
Sugarcane,197512.61,1650697.39,32.12,2338.22,7.5
Sugarcane,181615.67,1722629.33,29.53,423.18,7.67
Wheat,247530.67,234419.33,15.16,1878.36,7.06
Maize,255742.55,687457.45,37.88,1032.57,9.06
Wheat,382722.65,493817.35,20.65,2353.71,11.33
Maize,227537.82,687042.18,30.33,2469.32,8.25
Sugarcane,237584.39,2001225.61,12.9,1037.95,9.07
Potato,200391.63,1639928.37,24.41,1600.44,7.49
Maize,212236.94,628003.06,39,2000.57,9.67
Sugarcane,250985.96,2523429.04,36.82,571.5,11.34
Sugarcane,221730.71,1611324.29,18.2,1860.82,7.46
Wheat,78988.67,111691.33,36.62,2293.63,2.58
Wheat,259275.08,554474.92,20.21,692.71,9.36
Potato,189869.55,1811610.45,35.86,2145.16,7.98
Cotton,352644.14,999805.86,32.42,554.33,11.24
Rice,103459.06,227420.94,21.86,1550.26,3.63
Cotton,357722.81,1057977.19,37.5,1046.6,11.66
Cotton,171549.12,1050000.88,25.59,1337.77,6.85
Potato,346582.69,2421337.31,20.9,961.39,11.59
Maize,168039,862101,19.83,873.19,9.52
Potato,303899.57,2254980.43,38.29,1934.91,10.46
Potato,94011.43,930068.57,33.24,790.85,4.22
Sugarcane,68925.24,680984.76,21.8,1198.51,3.02
Sugarcane,249672.93,1621882.07,19.12,904.03,7.68
Sugarcane,109027.15,1052167.85,17.93,825,4.8
Rice,217403.4,863236.6,18.85,1679.61,11.84
Maize,153319.5,415840.5,15.11,399.94,6.2
Maize,45419.2,124680.8,25.57,2035.58,1.77
Sugarcane,139648.42,1397551.58,13.15,1501.71,6.24
Cotton,132412.59,853187.41,12.32,2122.56,6.65
Rice,12766.42,44653.58,29.31,768.64,0.55
Cotton,99774.09,351775.91,14.48,1860.69,3.32
Wheat,15265.82,29674.18,35.67,1225.28,0.52
Maize,202559.81,467580.19,14.99,468.97,6.95
Maize,110827.3,295432.7,27.19,1955.45,3.86
Cotton,86284.9,294315.1,30.91,1976.81,2.49
Rice,310370.4,779069.6,18.42,896.02,10.14
Maize,20097.34,79622.66,36.87,2315.3,0.85
Cotton,215595.21,877804.79,25.48,1980.73,8.45
Potato,179203.68,1565116.32,20.83,974.87,7.09
Potato,305885.38,1948794.62,37.23,826.04,9.37
Rice,53686.84,140793.16,36.03,1268.2,2.02
Cotton,343235.09,1066964.91,31.87,944.14,10.52
Potato,127387.13,900772.87,20.13,777.45,4.2
Rice,21362.41,37157.59,22.93,1178.02,0.6
Sugarcane,180672.9,1767672.1,31.31,356.55,8.05
Rice,325689.12,649130.88,17.19,1183.1,10.38
Wheat,159080.52,273939.48,25.86,787.66,4.57
Sugarcane,200909.07,1416895.93,32.66,881.54,6.57
Cotton,175313.09,221786.91,30.42,481.62,5.24
Sugarcane,27054.73,214305.27,32.16,1595.65,0.99
Sugarcane,277228.76,1949611.24,36.97,1338.42,9.16
Cotton,363445.6,613904.4,39.11,1951.38,11.33
Cotton,148710.13,575089.87,24.83,2471.62,5.33
Potato,55703.15,478536.85,13.68,562.97,2.16
Wheat,124321.83,315838.17,35.36,899.34,6.31
Cotton,314088.85,1016911.15,15.3,1801.4,10.9
Maize,191560.83,487039.17,18.14,822.09,7.47
Maize,77415.61,150644.39,30.29,366.32,2.94
Wheat,228867.98,473792.02,32.88,541.57,6.86
Rice,111262.81,350297.19,31.45,1253.98,4.26
Rice,21676.54,55983.46,24.28,1247.73,0.77
Maize,372514.29,591565.71,37.71,2439.07,11.01
Cotton,176507.97,809092.03,35.3,1325.09,9.64
Wheat,303639.14,493310.86,30.58,1791.75,11.13
Rice,290441.07,637738.93,24.35,1382.84,8.35
Rice,157330.22,362969.78,24.99,893.82,5.67
Sugarcane,164658.8,1346221.2,16.93,531.99,6.17
Maize,86075.3,182124.7,33.83,2189.96,2.85
Cotton,133968.43,994081.57,36.25,635.86,4.94
Wheat,47903.45,127026.55,35.16,513.17,2.38
Rice,136567.48,377572.52,27.32,770.42,5.94
Sugarcane,198393.48,1718976.52,35.46,305.48,7.93
Maize,77701.27,224698.73,34.13,458.32,3.45
Maize,337681.53,963538.47,35.31,1697.43,11.35
Wheat,268205.22,413244.78,39.49,835.8,7.94
Rice,97212.84,252147.16,34.68,1044.73,3.03
Wheat,57947.01,146802.99,19.58,2137.66,2.42
Wheat,64014.46,122675.54,34.98,2000.38,2.45
Potato,361375.9,2495824.1,22.52,1382.95,11.7
Sugarcane,102728.01,680921.99,26.45,1648.55,3.22
Maize,46452.51,196187.49,34.3,488.78,2.44
Potato,48283.29,539836.71,20.87,1975.51,2.39
Cotton,128296.89,607053.11,12.73,1435.62,4.46
Maize,157134.55,538205.45,32.11,1556.09,7.58
Maize,35397.22,111842.78,37.26,1764.16,1.41
Sugarcane,61768.64,504531.36,37.98,1400.39,2.33
Cotton,277266.63,1571283.37,34.37,1447.72,11.73
Rice,168546.14,607173.86,38.18,1399.2,7.6
Cotton,65231.61,184468.39,34.98,1393,2.11
Rice,224460.98,369099.02,12.84,1950.45,6.83
Cotton,115810.63,326939.37,21.79,1239.86,3.27
Wheat,331365.45,610904.55,21.41,306.37,11.7
Cotton,128014.71,469835.29,18.14,1646.54,4.97
Potato,49120.66,447799.34,34.34,2395.86,2.14
Potato,201068.73,1649091.27,26.56,865.31,7.55
Sugarcane,43235.46,469899.54,35.42,2095.63,2.08
Rice,182822.93,605877.07,28.84,1302.08,6.46
Maize,325676.11,576303.89,28.54,1714.56,10.3
Sugarcane,96611.12,1001513.88,22.76,2259.92,4.48
Potato,207062.46,1264977.54,34.11,1996.23,5.99
Potato,55297.96,375742.04,31.13,2246.06,1.75
Rice,261740.61,555999.39,21.49,320.94,7.93
Potato,62737.65,374662.35,39.82,712.09,1.79
Potato,121015.65,884344.35,24.96,1231.69,4.26
Rice,323677.09,695802.91,20.86,2165.25,10.17
Potato,72832.92,448327.08,31.26,2144.46,2.22
Maize,266501.59,745998.41,18.24,707.31,10.16
Wheat,220507.11,485932.89,35.26,612.93,7.75
Sugarcane,54055.58,478224.42,31.05,2136.35,2.12
Maize,59292.91,201527.09,36.36,1491.16,2.44
Maize,233456.83,401943.17,21.21,1678.89,8.13
Wheat,216302.7,397107.3,35.92,2080.25,8.89
Sugarcane,239393,1751372,26.03,765.84,8.04
Maize,206520.48,652799.52,13.66,600.27,8.71
Potato,103185.86,1018214.14,17.44,2189.9,4.66
Wheat,11259.15,29900.85,18.09,545.9,0.52
Sugarcane,193252.55,1407787.45,33.5,494,6.58
Cotton,163753.52,447846.48,17.69,909.57,7.34
Rice,273858.3,472821.7,27.73,997.07,8.41
Potato,92069.32,662250.68,30.27,830.5,3.16
Wheat,70870.02,130939.98,33.67,1931.57,2.46
Rice,360922.04,602897.96,33.95,2441.38,10.05
Cotton,342700.14,696249.86,32.09,739.1,10.17
Maize,309956.89,742863.11,17.97,2020.07,11.86
Maize,93766.96,324013.04,27.22,397.33,4.41
Sugarcane,33788.52,255801.48,20.12,561.59,1.18
Wheat,204974.65,245685.35,33.7,1433.26,5.97
Wheat,148649.8,308520.2,32.95,2499.14,6.02
Sugarcane,21008.75,205686.25,18.43,2388.6,0.92
Rice,172297.1,550622.9,29.96,546.27,7.11
Maize,108302.93,207237.07,13.64,827.31,3.5
Maize,48187.4,132712.6,33.52,2380.74,1.87
Wheat,180361.37,257488.63,33.85,631.59,7.46
Wheat,72135.05,215354.95,21.72,1934.14,3.75
Sugarcane,199440.79,1503834.21,34.58,302.44,6.96
Cotton,23924.31,67925.69,36.03,1689.77,0.67
Rice,127278.32,293801.68,17.32,1388.12,4.71
Potato,304470.84,2243969.16,21.83,1336.26,10.45
Cotton,190348.99,630801.01,19.31,2124.22,7.98
Cotton,302519.47,649530.53,22.48,477.62,10.48
Wheat,243935.13,458514.87,24.51,1130.13,9.02
Wheat,209922.92,436037.08,26.28,1281.28,8.78
Wheat,220081.43,473128.57,12.98,572.64,10.51
Cotton,15752.55,91497.45,13.54,488.47,0.72
Rice,148387.57,376972.43,30.35,695.15,5.33
Wheat,307820.02,728109.98,24.4,830.3,11.54
Maize,76571.7,168408.3,14.51,2425.33,2.54
Rice,185507.42,597692.58,22.81,1346.35,8.02
Maize,238290.9,560189.1,25.31,1422.64,9.59
Rice,357280.66,610939.34,29.8,1855.4,11.24
Wheat,257739.91,544040.09,15.31,1805.39,10.53
Potato,193780.3,1770619.7,39.85,1406.11,8.28
Sugarcane,220863.96,1917636.04,25.29,1047.64,8.68
Wheat,97574.53,293235.47,31.06,1028.31,4.44
Cotton,85866.22,203983.78,37.43,426.96,3.08
Potato,278337.22,2404382.78,12.89,2279.19,11.52
Cotton,252433.23,811266.77,28.84,1992.67,11.72
Rice,200735.67,290744.33,27.13,1671.36,5.38
Cotton,179794.88,699105.12,13.61,1171.38,5.22
Potato,204374.53,1173465.47,31.4,1581.42,5.69
Potato,172286.73,1228113.27,18.18,1367.2,5.81
Wheat,217273.94,583456.06,31.65,902.66,10.18
Maize,132655.28,343444.72,22.15,956.86,5.45
Wheat,229009.86,717250.14,33.56,2223.86,10.65
Rice,282396.5,608383.5,38.37,1696.8,8.49
Cotton,408973.35,1493476.65,36.09,303.13,11.6
Maize,198270.97,504629.03,25.51,1019.12,8.26
Sugarcane,162173.5,1118861.5,18.31,1047.88,5.24
Potato,298301.18,2271138.82,39.79,1853.94,11.06
Maize,107436.96,162563.04,30.47,1841,3.14
Maize,337417.69,669142.31,23.09,1321.14,11.6
Wheat,34132.75,50917.25,25.48,2392.15,1
Sugarcane,187292.75,1746527.25,15.59,2218.9,7.87
Potato,22160.32,153279.68,26.15,2205.66,0.71
Rice,89440.46,122639.54,16.85,1066.18,2.85
Rice,183912.63,376427.37,22.24,1248.2,5.84
Maize,57068.18,224991.82,25.77,1221.72,2.32
Maize,258104.72,914955.28,38.54,1268.59,11.87
Cotton,190171.24,1046778.76,29.49,2256.26,9.39
Sugarcane,271215.21,2261524.79,22.41,848.07,10.28
Potato,312734.63,2450025.37,15.17,2064.83,11.76
Maize,230784.79,462215.21,32.92,1430.89,8.26
Cotton,83998.94,401101.06,25.07,847.99,3.57
Sugarcane,259280.33,1999409.67,13.91,1460.05,9.2
Potato,202737.5,1561142.5,30.39,729.97,7.22
Rice,94321.45,289798.55,21.8,537.99,3.58
Cotton,146355.58,393744.42,23.31,2143.99,4.72
Sugarcane,212942.14,1626482.86,35.49,1838.51,7.49
Cotton,111946.99,721303.01,15.84,750.95,5.05
Maize,90186.74,233273.26,21.53,2373.05,3.2
Wheat,148371.05,323708.95,22.18,353.68,5.44
Rice,81200.45,253199.55,12.09,1033.22,3.19
Maize,348433.23,682426.77,35.67,347.64,10.56
Maize,267377.67,524442.33,35.39,613.05,8.48
Sugarcane,143962.11,1054332.89,30.53,696.17,4.83
Cotton,276698.44,1550401.56,37.17,2082.74,11.37
Rice,127209.61,348430.39,19.64,2484.69,4.97
Maize,204180.33,353279.67,18.18,2208.1,7.11
Sugarcane,173857.57,1415947.43,13.92,1697.29,6.39
Rice,48720.96,122659.04,28.58,1890.43,1.9
Cotton,170242.93,355557.07,25.9,1450.21,5.37
Maize,46060.67,96319.33,34.69,1229.6,1.39
Potato,63175.37,527224.63,25.48,1822.77,2.46
Maize,248769.65,693890.35,17.69,2440.86,9.56
Maize,127168.93,200431.07,34.67,363.57,3.98
Rice,30273.14,134066.86,24.75,990.99,1.52
Rice,240059.52,772160.48,38.76,1026.13,8.77
Rice,280671.52,680068.48,26.97,1211.35,9.73
Rice,139016.71,522523.29,15.27,1679.16,7.15
Sugarcane,309433.78,2376221.22,35.83,1430.26,11.03
Wheat,264416.33,638793.67,36.6,341.2,10.27
Sugarcane,173290.83,1521024.17,24.47,1205.54,6.86
Maize,263122.44,547597.56,12.73,1662.79,8.98
Sugarcane,112034.48,935025.52,12.83,1410.61,4.29
Cotton,237267.03,847332.97,21.83,2218.54,7.82
Potato,321935.65,2475024.35,32.05,1176.91,11.73
Rice,224805.26,586994.74,21.27,327.63,9.7
Cotton,118609.93,294990.07,12.22,926.78,4.81
Potato,321106.18,2352493.82,35.76,598.48,11.22
Cotton,318963.51,844836.49,39.12,850.51,9.99
Maize,23656.43,68863.57,21.7,1096.59,0.93
Rice,229609.95,575590.05,14.05,1788.64,9.08
Cotton,304121.72,496678.28,20.16,1013.17,11.73
Maize,142266.87,234833.13,34.37,2245.04,4.15
Rice,105091.93,285848.07,27.18,959.05,3.67
Wheat,218800.1,556519.9,22.75,601.25,7.86
Maize,40530.96,157109.04,21.36,671.5,1.77
Sugarcane,265082.64,1750917.36,15.23,2356.08,8.26
Rice,97684,177316,21.51,1300.59,3.11
Cotton,179345,603855,25.16,1186.88,5.69
Potato,218526.57,2390873.43,30.85,451.58,10.76
Cotton,234983.86,933766.14,19.34,1913.31,9.66
Sugarcane,47991.32,376698.68,37.13,1828.24,1.74
Sugarcane,282101,2005569,25.57,1126.63,9.26
Cotton,152937.52,405312.48,23.34,1821.88,5.23
Potato,245731.74,2619268.26,28.63,1108.39,11.94
Rice,96648.05,338731.95,16.69,460.95,3.95
Maize,181097.39,427842.61,14.98,1923.82,5.91
Sugarcane,107883.58,982786.42,21.7,2423.44,4.42
Sugarcane,214912.76,1587097.24,13.12,1726.24,7.24
Sugarcane,100096.11,775288.89,22.57,908.21,3.56
Potato,328278,2302842,30.8,893.82,11
Wheat,188980.63,335599.37,34.74,2343.75,7.6
Potato,237402.09,2442077.91,28.23,967.24,11.34
Rice,248206.68,377253.32,31.36,1990.02,8.33
Rice,68166.28,200673.72,35.33,1714.41,2.64
Rice,15819.44,53920.56,33.65,1603.72,0.68
Rice,133994.89,362325.11,20.96,698.36,5.19
Rice,416091.34,634628.66,28.06,375.7,11.93
Cotton,194683.69,1266116.31,19.42,1375.09,10.58
Sugarcane,333857.47,2171547.53,28.14,2473.95,10.24
Potato,222447.99,1438112.01,23.93,730.67,7.04
Cotton,45256.24,174193.76,22.44,1481.12,1.59
Potato,17171.71,147228.29,17.14,1776.15,0.67
Wheat,314882.91,450987.09,27.73,1364.09,10.14
Maize,73747.53,150712.47,32.42,1415.25,2.54
Sugarcane,34537.55,302617.45,28,1754.7,1.38
Wheat,243884.86,411945.14,13.94,2092.79,8.66
Cotton,14157.1,62292.9,37.88,1033.23,0.51
Maize,277533.07,599786.93,12.15,2278.41,9.02
Wheat,67997.11,160692.89,36.78,1366.78,2.71
Potato,109888.37,896191.63,33.45,1756.13,4.2
Maize,54543.5,180536.5,14.7,534.33,2.47
Potato,266567,1903033,18.62,1383.45,9.44
Wheat,208104.73,213365.27,21.77,335.43,6.07
Cotton,68206.64,261243.36,37.49,1160.25,2.41
Potato,23788.71,202291.29,39.44,419.87,0.94
Maize,312852.57,892787.43,14.44,2273.36,11.85
Wheat,225890.92,426369.08,23.11,1780.17,8.72
Potato,193223.87,1710336.13,16.18,2042.13,8.32
Cotton,196274.24,754675.76,19.8,1328.89,6.28
Sugarcane,132694.12,1196815.88,39.47,2174.18,5.5
Cotton,263951.69,955948.31,39.56,2220.69,9.65
Cotton,239545.96,669604.04,25.22,1085,10.01
Sugarcane,29857.68,268167.32,17.13,1129.08,1.2
Cotton,297635.9,782014.1,27.32,1418.13,10.38
Sugarcane,240876.21,2028418.79,20.98,392.94,9.26
Sugarcane,164616.36,1325508.64,38.01,2490.69,6.09
Potato,144640.44,1229719.56,34.91,1090.2,5.98
Potato,323439.84,2189360.16,20.65,1335.86,10.1
Sugarcane,251021.71,2119353.29,12.51,1960.47,9.63
Wheat,41190.61,115679.39,39.95,954.53,2.1
Maize,212627.59,345552.41,31.13,743.59,6.82
Wheat,348960.93,448829.07,23.92,580.39,11.65
Sugarcane,299824.95,1867725.05,20.08,1461.64,8.96
Maize,286163.49,777276.51,12.12,312.1,11.69
Potato,223695.25,2050784.75,16.31,1860.95,9.42
Maize,185477.13,498162.87,12.16,1315.06,6.53
Sugarcane,144586.2,1693788.8,28.73,1470.01,7.46
Potato,223248.5,1899191.5,30.57,879.05,8.66
Maize,255940.29,607519.71,33.47,692.16,8.88
Maize,299416.17,578083.83,17.24,1839.98,9.1
Wheat,304421.36,566028.64,14.69,762.6,11.2
Maize,100504.12,305755.88,30.21,2016.19,4.06
Sugarcane,244732.11,2204182.89,26,748.08,10.04
Rice,219640.04,472259.96,36.52,1647.9,7.05
Rice,360972.59,713947.41,26.93,1716.52,10.68
Rice,267684.96,563255.04,24.45,1412.42,7.76
Sugarcane,216778.94,2529216.06,25.66,2492.94,11.25
Rice,155526.73,479173.27,33.91,1126.85,5.38
Wheat,54096.64,121463.36,12.51,2243.31,1.64
Sugarcane,203684.84,1714980.16,37.71,672.3,7.92
Potato,239220.83,2046539.17,32,1041.86,9.41
Sugarcane,199854.8,1889085.2,36.79,619.81,8.45
Sugarcane,231284.53,1925870.47,38.87,1627.97,8.84
Maize,26214.42,56045.58,18.33,1704.17,0.83
Maize,354632.53,667587.47,28.19,1297.71,11.6
Maize,94362.72,217577.28,25.61,1884.35,3.54
Cotton,188481.69,516618.31,27.05,2208.84,5.26
Wheat,136535.86,230334.14,13.32,2008.43,5.31
Sugarcane,202022.01,2471452.99,37.59,831.66,10.93
Sugarcane,259087.09,1942132.91,38.73,1004.88,9.05
Maize,233894.89,480345.11,31.18,1136.61,7.63
Sugarcane,66198.97,394611.03,19.23,748.29,1.88
Potato,121653.39,896546.61,34.04,1094.72,4.22
Sugarcane,180954.5,1333075.5,32.46,823.7,6.16
Rice,35078.15,150381.85,28.09,2490.6,1.82
Potato,191532.47,1540427.53,16.77,2023.15,7.07
Potato,75561.16,624278.84,17.63,2192.04,2.96
